,gbifID,type,format,URL,group,Common Name,Scientific Name,Type,id
11891,779859265,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S0758_01_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859265
11892,779859255,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S0655_04_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859255
11893,779859254,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S0655_03_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859254
11894,779859249,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S0355_01_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859249
11895,779859245,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1538_05_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859245
11896,779859244,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_09_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859244
11897,779859243,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_08_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859243
11898,779859242,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_07_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859242
11899,779859241,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_06_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859241
11900,779859240,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_05_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859240
11901,779859239,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_03_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859239
11902,779859238,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_02_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859238
11903,779859237,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_24_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859237
11904,779859236,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_23_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859236
11905,779859235,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_22_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859235
11906,779859234,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_21_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859234
11907,779859233,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_20_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859233
11908,779859232,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_01_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859232
11909,779859231,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_19_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859231
11910,779859230,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_18_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859230
11911,779859229,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_17_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859229
11912,779859228,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_16_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859228
11913,779859227,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_15_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859227
11914,779859226,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_14_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859226
11915,779859225,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_13_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859225
11916,779859224,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_12_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859224
11917,779859223,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_11_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859223
11918,779859222,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1436_10_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859222
11919,779859219,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1427_01_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859219
11920,779859218,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Lycaon_pictus_S1186_02_short.mp3,Carnivora,African Wild Dog,Lycaon pictus,Dangerous,779859218
11940,779857336,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0815_02_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857336
11941,779857332,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0758_03_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857332
11942,779857331,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0758_02_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857331
11943,779857329,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0741_03_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857329
11944,779857327,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0684_02_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857327
11945,779857323,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0656_01_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857323
11946,779857322,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0478_01_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857322
11947,779857321,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S0305_06_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857321
11948,779857320,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1358_01_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857320
11949,779857316,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1185_03_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857316
11950,779857315,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1182_05_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857315
11951,779857314,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1182_04_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857314
11952,779857313,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1182_03_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857313
11953,779857312,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1182_01_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857312
11954,779857308,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1168_01_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857308
11955,779857307,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1165_05_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857307
11956,779857306,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1138_03_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857306
11957,779857305,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1138_02_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857305
11958,779857301,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1039_01_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857301
11959,779857300,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_D0028_02_short.mp3,Carnivora,Sun Bear,Helarctos malayanus,Dangerous,779857300
11979,779854878,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_V1543_23_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854878
11980,779854877,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_V1543_22_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854877
11981,779854876,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_V1542_22_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854876
11982,779854875,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0005_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854875
11983,779854874,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0548_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854874
11984,779854873,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0051_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854873
11985,779854872,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0050_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854872
11986,779854871,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0004_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854871
11987,779854870,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0049_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854870
11988,779854869,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0044_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854869
11989,779854868,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0429_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854868
11990,779854866,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0292_05_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854866
11991,779854865,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0001_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854865
11992,779854864,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0013_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854864
11993,779854863,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0125_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854863
11994,779854862,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0112_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854862
11995,779854861,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S1103_03_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854861
11996,779854860,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0106_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854860
11997,779854859,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S1042_06_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854859
11998,779854858,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0089_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854858
11999,779854857,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0015_14_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854857
12000,779854856,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0013_05_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854856
12001,779854855,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0013_04_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854855
12002,779854854,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0105_08_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854854
12003,779854853,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0103_01_rear_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica DIG0103,Dangerous,779854853
12004,779854852,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_DIG0103_01_front_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica DIG0103,Dangerous,779854852
12005,779854851,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_V2012_09_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854851
12006,779854779,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Felis_silvestris_f_domestica_S0002_01_short.mp3,Carnivora,Domestic Cat,Felis silvestris f domestica,Dangerous,779854779
12094,779848874,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V2079_04_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848874
12095,779848873,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V2079_03_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848873
12096,779848872,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V2071_23_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848872
12097,779848871,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V2035_19_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848871
12098,779848870,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V2012_12_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848870
12099,779848869,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V1456_07_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848869
12100,779848867,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S0031_01_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848867
12101,779848865,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1474_16_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848865
12102,779848864,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1474_15_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848864
12103,779848863,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1458_07_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848863
12104,779848862,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1458_16_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848862
12105,779848861,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1453_14_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848861
12106,779848859,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1452_03_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848859
12107,779848858,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1452_17_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848858
12108,779848857,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1452_14_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848857
12109,779848856,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1445_05_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848856
12110,779848855,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1445_20_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848855
12111,779848854,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1299_03_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848854
12112,779848853,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1271_01_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848853
12113,779848852,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1165_06_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848852
12114,779848851,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1022_02_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848851
12115,779848850,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG0070_01_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848850
12116,779848849,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG_0063_02_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris DIG,Dangerous,779848849
12117,779848848,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG0153_17_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848848
12118,779848847,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG0151_07_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848847
12119,779848846,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG0011_08_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848846
12120,779848845,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG0011_07_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848845
12121,779848844,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_DIG0011_06_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848844
12136,779848795,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V1998_01_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848795
12137,779848794,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_V1852_18_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848794
12138,779848498,Sound,audio/mpeg,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1454_09_short.mp3,Carnivora,Domestic Dog,Canis lupus f familiaris,Dangerous,779848498
